"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HF","AF","HC","AC","HY","AY","HR","AR","season"
"D1","26/11/10","Mainz","Nurnberg",3,0,"H",1,0,"H",10,13,17,15,1,4,4,2,0,0,"10/11"
"D1","21/11/10","Stuttgart","FC Koln",0,1,"A",0,0,"D",20,18,16,15,10,9,4,3,0,0,"10/11"
"D1","21/11/10","St Pauli","Wolfsburg",1,1,"D",1,0,"H",18,3,14,27,2,4,0,3,0,0,"10/11"
"D1","20/11/10","Schalke 04","Werder Bremen",4,0,"H",2,0,"H",14,10,19,14,8,2,1,1,0,1,"10/11"
"D1","20/11/10","Nurnberg","Kaiserslautern",1,3,"A",0,3,"A",18,10,12,18,8,4,1,3,0,1,"10/11"
"D1","20/11/10","M'gladbach","Mainz",2,3,"A",0,0,"D",8,16,20,13,3,4,1,1,0,0,"10/11"
"D1","20/11/10","Leverkusen","Bayern Munich",1,1,"D",1,1,"D",17,8,23,14,4,5,2,2,0,0,"10/11"
"D1","20/11/10","Hannover","Hamburg",3,2,"H",1,1,"D",14,11,18,20,6,4,2,4,0,0,"10/11"
"D1","20/11/10","Freiburg","Dortmund",1,2,"A",1,0,"H",9,18,8,10,3,6,0,1,0,0,"10/11"
"D1","20/11/10","Ein Frankfurt","Hoffenheim",0,4,"A",0,1,"A",8,18,12,21,2,6,4,4,0,0,"10/11"
"D1","14/11/10","Hoffenheim","Freiburg",0,1,"A",0,0,"D",12,10,16,20,3,6,0,1,0,0,"10/11"
"D1","14/11/10","Bayern Munich","Nurnberg",3,0,"H",1,0,"H",13,12,16,9,3,2,1,1,0,0,"10/11"
"D1","13/11/10","Wolfsburg","Schalke 04",2,2,"D",2,1,"H",17,13,12,20,7,7,2,3,1,0,"10/11"
"D1","13/11/10","Werder Bremen","Ein Frankfurt",0,0,"D",0,0,"D",18,13,14,9,10,3,1,1,0,0,"10/11"
"D1","13/11/10","St Pauli","Leverkusen",0,1,"A",0,0,"D",8,23,22,16,1,3,3,4,0,0,"10/11"
"D1","13/11/10","Mainz","Hannover",0,1,"A",0,1,"A",12,12,14,22,3,7,0,1,0,1,"10/11"
"D1","13/11/10","Kaiserslautern","Stuttgart",3,3,"D",0,2,"A",16,12,17,18,3,4,3,2,0,0,"10/11"
"D1","13/11/10","FC Koln","M'gladbach",0,4,"A",0,0,"D",17,19,16,19,6,7,0,2,0,0,"10/11"
"D1","12/11/10","Dortmund","Hamburg",2,0,"H",0,0,"D",11,7,22,17,4,0,0,1,0,0,"10/11"
"D1","07/11/10","Stuttgart","Werder Bremen",6,0,"H",3,0,"H",16,11,10,15,5,7,1,0,0,0,"10/11"
"D1","07/11/10","Leverkusen","Kaiserslautern",3,1,"H",1,1,"D",25,12,14,20,6,2,1,3,0,0,"10/11"
"D1","07/11/10","Hannover","Dortmund",0,4,"A",0,1,"A",7,19,18,10,2,4,0,2,1,0,"10/11"
"D1","06/11/10","Nurnberg","FC Koln",3,1,"H",2,1,"H",20,7,8,15,13,7,1,1,0,0,"10/11"
"D1","06/11/10","M'gladbach","Bayern Munich",3,3,"D",1,2,"A",9,16,14,8,2,9,1,0,0,0,"10/11"
"D1","06/11/10","Hamburg","Hoffenheim",2,1,"H",1,1,"D",18,13,15,27,8,6,1,4,0,0,"10/11"
"D1","06/11/10","Freiburg","Mainz",1,0,"H",0,0,"D",14,6,18,17,3,9,2,1,0,0,"10/11"
"D1","06/11/10","Ein Frankfurt","Wolfsburg",3,1,"H",2,0,"H",15,13,18,25,3,4,1,2,0,0,"10/11"
"D1","05/11/10","Schalke 04","St Pauli",3,0,"H",1,0,"H",13,6,15,11,5,3,1,2,0,0,"10/11"
"D1","31/10/10","Mainz","Dortmund",0,2,"A",0,1,"A",11,17,13,25,5,8,1,0,0,0,"10/11"
"D1","31/10/10","Hoffenheim","Hannover",4,0,"H",1,0,"H",18,5,10,15,4,2,1,1,0,1,"10/11"
"D1","30/10/10","Wolfsburg","Stuttgart",2,0,"H",1,0,"H",18,12,12,14,7,4,0,2,0,0,"10/11"
"D1","30/10/10","Werder Bremen","Nurnberg",2,3,"A",1,1,"D",12,17,23,15,4,2,2,2,0,0,"10/11"
"D1","30/10/10","St Pauli","Ein Frankfurt",1,3,"A",1,1,"D",14,8,22,18,6,4,2,2,1,0,"10/11"
"D1","30/10/10","Schalke 04","Leverkusen",0,1,"A",0,0,"D",7,11,21,10,5,5,1,0,0,0,"10/11"
"D1","30/10/10","Kaiserslautern","M'gladbach",3,0,"H",0,0,"D",14,13,22,15,9,4,2,1,0,0,"10/11"
"D1","30/10/10","FC Koln","Hamburg",3,2,"H",2,2,"D",8,11,21,22,6,3,2,1,0,0,"10/11"
"D1","29/10/10","Bayern Munich","Freiburg",4,2,"H",1,0,"H",16,6,8,12,4,1,0,3,0,0,"10/11"
"D1","24/10/10","Stuttgart","St Pauli",2,0,"H",1,0,"H",15,17,16,19,5,4,3,2,0,0,"10/11"
"D1","24/10/10","Leverkusen","Mainz",0,1,"A",0,0,"D",16,10,16,20,9,3,0,1,0,0,"10/11"
"D1","24/10/10","Dortmund","Hoffenheim",1,1,"D",0,1,"A",17,9,8,31,8,3,1,3,0,1,"10/11"
"D1","23/10/10","Nurnberg","Wolfsburg",2,1,"H",1,1,"D",17,8,12,15,4,4,1,3,0,0,"10/11"
"D1","23/10/10","M'gladbach","Werder Bremen",1,4,"A",0,2,"A",17,14,16,19,3,3,2,2,0,0,"10/11"
"D1","23/10/10","Hannover","FC Koln",2,1,"H",2,0,"H",8,9,15,18,3,11,1,1,0,0,"10/11"
"D1","23/10/10","Freiburg","Kaiserslautern",2,1,"H",1,1,"D",13,17,18,15,6,7,2,1,0,0,"10/11"
"D1","23/10/10","Ein Frankfurt","Schalke 04",0,0,"D",0,0,"D",17,5,11,19,8,5,2,1,0,0,"10/11"
"D1","22/10/10","Hamburg","Bayern Munich",0,0,"D",0,0,"D",16,11,7,13,5,2,1,2,0,0,"10/11"
"D1","17/10/10","Kaiserslautern","Ein Frankfurt",0,3,"A",0,1,"A",10,9,18,16,4,2,1,3,0,0,"10/11"
"D1","17/10/10","Hoffenheim","M'gladbach",3,2,"H",0,1,"A",27,12,23,19,9,6,1,3,0,2,"10/11"
"D1","16/10/10","Wolfsburg","Leverkusen",2,3,"A",1,0,"H",9,16,14,15,5,7,1,5,0,0,"10/11"
"D1","16/10/10","Werder Bremen","Freiburg",2,1,"H",1,0,"H",21,13,13,19,11,0,0,0,0,0,"10/11"
"D1","16/10/10","St Pauli","Nurnberg",3,2,"H",1,0,"H",14,14,14,18,6,6,2,3,0,0,"10/11"
"D1","16/10/10","Schalke 04","Stuttgart",2,2,"D",1,1,"D",16,10,16,13,7,3,0,3,0,0,"10/11"
"D1","16/10/10","Mainz","Hamburg",0,1,"A",0,0,"D",13,12,14,14,7,4,1,3,0,0,"10/11"
"D1","16/10/10","Bayern Munich","Hannover",3,0,"H",1,0,"H",15,7,9,18,5,3,3,1,0,0,"10/11"
"D1","15/10/10","FC Koln","Dortmund",1,2,"A",0,1,"A",16,20,24,17,4,2,2,4,0,0,"10/11"
"D1","03/10/10","Stuttgart","Ein Frankfurt",1,2,"A",0,1,"A",13,12,16,15,6,3,2,4,1,0,"10/11"
"D1","03/10/10","Leverkusen","Werder Bremen",2,2,"D",1,0,"H",17,10,13,19,4,3,2,4,0,0,"10/11"
"D1","03/10/10","Dortmund","Bayern Munich",2,0,"H",0,0,"D",13,9,17,17,1,8,0,3,0,0,"10/11"
"D1","02/10/10","Nurnberg","Schalke 04",2,1,"H",0,0,"D",10,6,11,22,5,5,1,3,0,1,"10/11"
"D1","02/10/10","M'gladbach","Wolfsburg",1,1,"D",0,1,"A",26,11,9,15,5,3,2,2,0,0,"10/11"
"D1","02/10/10","Mainz","Hoffenheim",4,2,"H",1,1,"D",12,17,15,22,4,11,1,5,0,1,"10/11"
"D1","02/10/10","Hamburg","Kaiserslautern",2,1,"H",0,1,"A",12,8,13,29,8,7,1,2,0,0,"10/11"
"D1","02/10/10","Freiburg","FC Koln",3,2,"H",2,1,"H",13,12,10,19,5,4,1,4,0,0,"10/11"
"D1","01/10/10","Hannover","St Pauli",0,1,"A",0,1,"A",7,10,15,16,3,3,2,2,1,0,"10/11"
"D1","26/09/10","Wolfsburg","Freiburg",2,1,"H",1,1,"D",13,15,13,17,5,3,1,2,0,0,"10/11"
"D1","26/09/10","Kaiserslautern","Hannover",0,1,"A",0,1,"A",19,5,18,20,7,4,0,3,0,0,"10/11"
"D1","25/09/10","Werder Bremen","Hamburg",3,2,"H",2,0,"H",15,13,19,16,3,7,2,2,0,0,"10/11"
"D1","25/09/10","Stuttgart","Leverkusen",1,4,"A",0,2,"A",6,16,24,26,3,7,2,1,1,0,"10/11"
"D1","25/09/10","St Pauli","Dortmund",1,3,"A",1,1,"D",11,11,12,20,9,3,0,0,0,0,"10/11"
"D1","25/09/10","Schalke 04","M'gladbach",2,2,"D",0,2,"A",22,11,18,23,11,2,1,4,0,1,"10/11"
"D1","25/09/10","Ein Frankfurt","Nurnberg",2,0,"H",1,0,"H",12,15,17,14,7,5,4,1,0,0,"10/11"
"D1","25/09/10","Bayern Munich","Mainz",1,2,"A",1,1,"D",14,7,11,27,7,5,0,2,0,0,"10/11"
"D1","24/09/10","FC Koln","Hoffenheim",1,1,"D",1,0,"H",13,13,16,20,8,9,3,1,0,0,"10/11"
"D1","22/09/10","Nurnberg","Stuttgart",2,1,"H",1,0,"H",11,9,17,17,0,5,3,3,1,0,"10/11"
"D1","22/09/10","M'gladbach","St Pauli",1,2,"A",1,0,"H",16,11,18,17,2,7,1,2,1,0,"10/11"
"D1","22/09/10","Leverkusen","Ein Frankfurt",2,1,"H",1,1,"D",13,7,9,18,4,7,2,1,0,1,"10/11"
"D1","22/09/10","Hamburg","Wolfsburg",1,3,"A",1,1,"D",19,8,10,15,15,1,0,0,0,0,"10/11"
"D1","22/09/10","Freiburg","Schalke 04",1,2,"A",0,1,"A",8,7,16,12,7,2,3,3,1,0,"10/11"
"D1","22/09/10","Dortmund","Kaiserslautern",5,0,"H",2,0,"H",21,9,8,16,1,4,1,4,0,0,"10/11"
"D1","21/09/10","Mainz","FC Koln",2,0,"H",0,0,"D",20,8,17,21,9,1,3,3,0,0,"10/11"
"D1","21/09/10","Hoffenheim","Bayern Munich",1,2,"A",1,0,"H",11,12,12,15,3,8,1,2,0,0,"10/11"
"D1","21/09/10","Hannover","Werder Bremen",4,1,"H",1,1,"D",14,12,21,18,5,2,2,3,0,0,"10/11"
"D1","19/09/10","St Pauli","Hamburg",1,1,"D",0,0,"D",7,10,19,15,6,5,2,2,0,0,"10/11"
"D1","19/09/10","Schalke 04","Dortmund",1,3,"A",0,1,"A",8,23,16,15,4,10,0,3,1,0,"10/11"
"D1","19/09/10","Leverkusen","Nurnberg",0,0,"D",0,0,"D",10,7,10,16,3,2,1,2,0,0,"10/11"
"D1","18/09/10","Wolfsburg","Hannover",2,0,"H",0,0,"D",12,9,13,17,3,5,2,2,0,0,"10/11"
"D1","18/09/10","Werder Bremen","Mainz",0,2,"A",0,0,"D",12,11,11,10,5,6,1,1,0,0,"10/11"
"D1","18/09/10","Stuttgart","M'gladbach",7,0,"H",2,0,"H",24,7,10,15,8,4,0,2,0,0,"10/11"
"D1","18/09/10","Kaiserslautern","Hoffenheim",2,2,"D",0,1,"A",16,6,17,16,9,3,1,0,0,0,"10/11"
"D1","18/09/10","Bayern Munich","FC Koln",0,0,"D",0,0,"D",21,8,10,20,10,1,0,1,0,0,"10/11"
"D1","17/09/10","Ein Frankfurt","Freiburg",0,1,"A",0,0,"D",10,17,13,17,4,4,1,2,0,0,"10/11"
"D1","12/09/10","Mainz","Kaiserslautern",2,1,"H",0,1,"A",16,10,12,25,2,7,1,5,0,0,"10/11"
"D1","12/09/10","FC Koln","St Pauli",1,0,"H",1,0,"H",15,11,19,15,6,10,3,3,0,0,"10/11"
"D1","11/09/10","M'gladbach","Ein Frankfurt",0,4,"A",0,2,"A",16,11,18,12,9,6,3,2,0,0,"10/11"
"D1","11/09/10","Hannover","Leverkusen",2,2,"D",1,0,"H",9,12,18,14,6,5,2,4,1,0,"10/11"
"D1","11/09/10","Hamburg","Nurnberg",1,1,"D",0,0,"D",7,10,12,18,4,2,3,3,0,0,"10/11"
"D1","11/09/10","Freiburg","Stuttgart",2,1,"H",0,1,"A",19,18,20,17,6,7,1,1,0,0,"10/11"
"D1","11/09/10","Dortmund","Wolfsburg",2,0,"H",0,0,"D",20,6,18,23,4,0,2,3,0,0,"10/11"
"D1","11/09/10","Bayern Munich","Werder Bremen",0,0,"D",0,0,"D",14,13,14,13,11,4,0,0,0,0,"10/11"
"D1","10/09/10","Hoffenheim","Schalke 04",2,0,"H",1,0,"H",23,14,18,16,3,6,1,1,0,0,"10/11"
"D1","29/08/10","Stuttgart","Dortmund",1,3,"A",0,3,"A",11,16,16,18,7,3,0,2,0,0,"10/11"
"D1","29/08/10","Leverkusen","M'gladbach",3,6,"A",1,3,"A",12,16,12,11,4,8,1,1,0,0,"10/11"
"D1","28/08/10","Wolfsburg","Mainz",3,4,"A",3,1,"H",8,13,11,19,5,5,3,3,0,0,"10/11"
"D1","28/08/10","Werder Bremen","FC Koln",4,2,"H",2,1,"H",17,11,14,18,6,7,1,2,0,0,"10/11"
"D1","28/08/10","St Pauli","Hoffenheim",0,1,"A",0,0,"D",12,8,16,16,5,9,2,0,0,0,"10/11"
"D1","28/08/10","Schalke 04","Hannover",1,2,"A",0,1,"A",15,11,10,22,15,1,2,2,0,0,"10/11"
"D1","28/08/10","Nurnberg","Freiburg",1,2,"A",1,1,"D",17,5,12,28,4,2,2,1,0,0,"10/11"
"D1","28/08/10","Ein Frankfurt","Hamburg",1,3,"A",1,0,"H",12,14,12,12,4,6,2,1,0,0,"10/11"
"D1","27/08/10","Kaiserslautern","Bayern Munich",2,0,"H",2,0,"H",11,20,24,13,7,7,0,1,1,0,"10/11"
"D1","22/08/10","Mainz","Stuttgart",2,0,"H",1,0,"H",17,14,16,13,5,4,4,1,0,0,"10/11"
"D1","22/08/10","Dortmund","Leverkusen",0,2,"A",0,2,"A",14,15,20,13,8,1,0,0,0,0,"10/11"
"D1","21/08/10","M'gladbach","Nurnberg",1,1,"D",1,1,"D",12,10,15,18,6,5,1,1,0,0,"10/11"
"D1","21/08/10","Hoffenheim","Werder Bremen",4,1,"H",4,1,"H",10,10,24,16,5,5,1,2,0,0,"10/11"
"D1","21/08/10","Hannover","Ein Frankfurt",2,1,"H",1,1,"D",13,17,9,14,2,6,0,1,0,0,"10/11"
"D1","21/08/10","Hamburg","Schalke 04",2,1,"H",0,0,"D",18,13,11,17,7,4,2,0,0,1,"10/11"
"D1","21/08/10","Freiburg","St Pauli",1,3,"A",0,0,"D",9,17,12,13,3,6,0,0,0,0,"10/11"
"D1","21/08/10","FC Koln","Kaiserslautern",1,3,"A",1,0,"H",10,17,10,25,5,6,1,2,1,0,"10/11"
"D1","20/08/10","Bayern Munich","Wolfsburg",2,1,"H",1,0,"H",17,11,6,25,9,3,1,3,0,0,"10/11"
"D1","05/05/12","Werder Bremen","Schalke 04",2,3,"A",1,1,"D",19,16,11,13,11,9,2,1,0,0,"11/12"
"D1","05/05/12","Stuttgart","Wolfsburg",3,2,"H",0,1,"A",15,13,15,20,8,4,2,0,0,0,"11/12"
"D1","05/05/12","Nurnberg","Leverkusen",1,4,"A",0,2,"A",12,4,8,10,5,1,2,2,0,0,"11/12"
"D1","05/05/12","Mainz","M'gladbach",0,3,"A",0,1,"A",5,11,11,10,4,5,0,0,0,0,"11/12"
"D1","05/05/12","Hertha","Hoffenheim",3,1,"H",1,0,"H",16,10,27,14,3,8,2,2,0,1,"11/12"
"D1","05/05/12","Hannover","Kaiserslautern",2,1,"H",1,1,"D",25,11,12,11,16,2,2,1,0,0,"11/12"
"D1","05/05/12","FC Koln","Bayern Munich",1,4,"A",0,1,"A",7,15,13,19,2,5,1,1,0,0,"11/12"
"D1","05/05/12","Dortmund","Freiburg",4,0,"H",4,0,"H",14,8,10,6,3,1,0,1,0,0,"11/12"
"D1","05/05/12","Augsburg","Hamburg",1,0,"H",1,0,"H",14,11,15,11,2,6,2,2,0,0,"11/12"
"D1","28/04/12","Wolfsburg","Werder Bremen",3,1,"H",1,1,"D",13,11,25,13,6,5,2,3,0,0,"11/12"
"D1","28/04/12","Schalke 04","Hertha",4,0,"H",1,0,"H",23,7,10,12,6,4,1,1,0,0,"11/12"
"D1","28/04/12","M'gladbach","Augsburg",0,0,"D",0,0,"D",12,8,10,15,3,3,0,2,0,0,"11/12"
"D1","28/04/12","Leverkusen","Hannover",1,0,"H",0,0,"D",13,10,13,12,5,7,1,0,0,0,"11/12"
"D1","28/04/12","Kaiserslautern","Dortmund",2,5,"A",1,3,"A",10,17,7,7,1,2,1,1,0,0,"11/12"
"D1","28/04/12","Hoffenheim","Nurnberg",2,3,"A",1,2,"A",16,15,14,14,13,4,1,1,0,0,"11/12"
"D1","28/04/12","Hamburg","Mainz",0,0,"D",0,0,"D",15,12,13,19,4,6,0,1,0,0,"11/12"
"D1","28/04/12","Freiburg","FC Koln",4,1,"H",1,0,"H",17,9,12,12,7,5,0,1,0,0,"11/12"
"D1","28/04/12","Bayern Munich","Stuttgart",2,0,"H",1,0,"H",15,9,12,14,6,6,1,1,0,0,"11/12"
"D1","22/04/12","Hannover","Freiburg",0,0,"D",0,0,"D",17,11,14,17,5,4,1,1,0,0,"11/12"
"D1","22/04/12","Augsburg","Schalke 04",1,1,"D",1,1,"D",15,5,14,20,5,1,4,3,0,0,"11/12"
"D1","21/04/12","Werder Bremen","Bayern Munich",1,2,"A",0,0,"D",16,15,15,11,4,2,0,0,0,0,"11/12"
"D1","21/04/12","Nurnberg","Hamburg",1,1,"D",0,0,"D",13,7,17,21,2,3,0,1,0,0,"11/12"
"D1","21/04/12","Hoffenheim","Leverkusen",0,1,"A",0,0,"D",15,10,13,11,6,0,1,0,0,0,"11/12"
"D1","21/04/12","Hertha","Kaiserslautern",1,2,"A",0,2,"A",11,15,13,14,9,5,1,2,1,0,"11/12"
"D1","21/04/12","FC Koln","Stuttgart",1,1,"D",0,0,"D",19,11,12,17,9,4,0,2,0,0,"11/12"
"D1","21/04/12","Dortmund","M'gladbach",2,0,"H",1,0,"H",18,4,14,8,6,2,1,1,0,0,"11/12"
"D1","20/04/12","Mainz","Wolfsburg",0,0,"D",0,0,"D",15,11,10,20,3,6,0,1,0,0,"11/12"
"D1","15/04/12","M'gladbach","FC Koln",3,0,"H",1,0,"H",16,8,8,9,8,2,1,2,0,0,"11/12"
"D1","15/04/12","Freiburg","Hoffenheim",0,0,"D",0,0,"D",10,7,21,13,4,4,1,1,0,0,"11/12"
"D1","14/04/12","Wolfsburg","Augsburg",1,2,"A",1,1,"D",23,9,32,20,5,2,3,2,0,0,"11/12"
"D1","14/04/12","Schalke 04","Dortmund",1,2,"A",1,1,"D",16,14,19,19,13,5,3,2,0,0,"11/12"
"D1","14/04/12","Leverkusen","Hertha",3,3,"D",1,0,"H",17,17,14,9,6,6,1,1,0,1,"11/12"
"D1","14/04/12","Kaiserslautern","Nurnberg",0,2,"A",0,1,"A",15,11,11,17,6,1,3,3,0,0,"11/12"
"D1","14/04/12","Hamburg","Hannover",1,0,"H",1,0,"H",15,7,17,21,8,3,2,2,0,0,"11/12"
"D1","14/04/12","Bayern Munich","Mainz",0,0,"D",0,0,"D",14,5,5,14,13,4,1,1,0,0,"11/12"
"D1","13/04/12","Stuttgart","Werder Bremen",4,1,"H",2,1,"H",18,9,18,24,6,3,1,3,0,0,"11/12"
"D1","11/04/12","Nurnberg","Schalke 04",4,1,"H",3,0,"H",12,6,17,26,6,1,1,3,0,0,"11/12"
"D1","11/04/12","Leverkusen","Kaiserslautern",3,1,"H",1,1,"D",15,16,9,9,2,4,0,1,0,0,"11/12"
"D1","11/04/12","Hoffenheim","Hamburg",4,0,"H",2,0,"H",11,11,18,21,3,9,2,3,0,0,"11/12"
"D1","11/04/12","Hannover","Wolfsburg",2,0,"H",1,0,"H",7,13,16,11,5,6,0,1,0,0,"11/12"
"D1","11/04/12","Dortmund","Bayern Munich",1,0,"H",0,0,"D",13,7,9,10,3,4,0,0,0,0,"11/12"
"D1","10/04/12","Werder Bremen","M'gladbach",2,2,"D",1,0,"H",14,23,6,13,3,5,0,4,1,0,"11/12"
"D1","10/04/12","Mainz","FC Koln",4,0,"H",3,0,"H",7,3,14,13,3,2,2,0,0,0,"11/12"
"D1","10/04/12","Hertha","Freiburg",1,2,"A",0,1,"A",12,10,18,14,6,1,4,1,0,0,"11/12"
"D1","10/04/12","Augsburg","Stuttgart",1,3,"A",1,2,"A",20,14,16,19,9,2,2,3,0,0,"11/12"
"D1","08/04/12","Schalke 04","Hannover",3,0,"H",1,0,"H",16,4,14,14,4,1,0,1,0,0,"11/12"
"D1","08/04/12","Hamburg","Leverkusen",1,1,"D",1,0,"H",18,15,20,12,5,4,2,2,0,0,"11/12"
"D1","07/04/12","Wolfsburg","Dortmund",1,3,"A",0,1,"A",11,11,17,9,5,6,1,2,1,0,"11/12"
"D1","07/04/12","Stuttgart","Mainz",4,1,"H",1,1,"D",10,14,7,17,13,2,1,1,0,0,"11/12"
"D1","07/04/12","M'gladbach","Hertha",0,0,"D",0,0,"D",12,6,15,21,1,3,0,1,0,0,"11/12"
"D1","07/04/12","Kaiserslautern","Hoffenheim",1,2,"A",0,1,"A",14,13,21,24,3,1,3,2,0,0,"11/12"
"D1","07/04/12","Freiburg","Nurnberg",2,2,"D",0,2,"A",12,14,22,24,5,7,3,4,0,0,"11/12"
"D1","07/04/12","FC Koln","Werder Bremen",1,1,"D",1,1,"D",13,7,19,19,7,9,3,2,0,0,"11/12"
"D1","07/04/12","Bayern Munich","Augsburg",2,1,"H",1,1,"D",18,7,15,14,3,5,1,0,0,0,"11/12"
"D1","01/04/12","Hoffenheim","Schalke 04",1,1,"D",1,0,"H",15,19,23,16,5,4,2,4,0,0,"11/12"
"D1","01/04/12","Hannover","M'gladbach",2,1,"H",0,0,"D",12,14,8,9,5,6,0,1,0,0,"11/12"
"D1","31/03/12","Werder Bremen","Mainz",0,3,"A",0,1,"A",19,9,16,14,7,0,1,2,0,0,"11/12"
"D1","31/03/12","Nurnberg","Bayern Munich",0,1,"A",0,0,"D",6,12,24,15,6,6,2,2,0,0,"11/12"
"D1","31/03/12","Leverkusen","Freiburg",0,2,"A",0,1,"A",11,8,17,22,3,1,1,4,0,0,"11/12"
"D1","31/03/12","Kaiserslautern","Hamburg",0,1,"A",0,1,"A",18,12,24,14,10,5,4,2,0,0,"11/12"
"D1","31/03/12","Hertha","Wolfsburg",1,4,"A",1,2,"A",13,13,9,10,7,1,1,0,0,0,"11/12"
"D1","31/03/12","Augsburg","FC Koln",2,1,"H",2,1,"H",14,4,12,31,11,1,1,4,0,0,"11/12"
"D1","30/03/12","Dortmund","Stuttgart",4,4,"D",1,0,"H",27,11,8,10,11,5,2,1,0,0,"11/12"
"D1","25/03/12","Stuttgart","Nurnberg",1,0,"H",0,0,"D",8,17,15,15,4,14,2,2,0,0,"11/12"
"D1","25/03/12","FC Koln","Dortmund",1,6,"A",1,1,"D",5,15,15,11,2,3,1,0,0,0,"11/12"
"D1","24/03/12","Werder Bremen","Augsburg",1,1,"D",0,0,"D",17,15,19,15,4,6,3,3,0,0,"11/12"
"D1","24/03/12","Schalke 04","Leverkusen",2,0,"H",1,0,"H",17,8,14,11,6,3,1,2,0,0,"11/12"
"D1","24/03/12","M'gladbach","Hoffenheim",1,2,"A",1,0,"H",12,13,15,19,3,3,3,3,0,0,"11/12"
"D1","24/03/12","Mainz","Hertha",1,3,"A",0,1,"A",15,13,13,8,12,8,1,1,0,0,"11/12"
"D1","24/03/12","Freiburg","Kaiserslautern",2,0,"H",2,0,"H",10,4,24,17,4,2,2,1,0,0,"11/12"
"D1","24/03/12","Bayern Munich","Hannover",2,1,"H",1,0,"H",12,8,16,15,6,1,1,2,0,0,"11/12"
"D1","23/03/12","Wolfsburg","Hamburg",2,1,"H",0,0,"D",15,6,25,16,10,3,4,2,0,0,"11/12"
"D1","18/03/12","Kaiserslautern","Schalke 04",1,4,"A",1,2,"A",10,19,13,15,3,5,0,0,0,0,"11/12"
"D1","18/03/12","Hannover","FC Koln",4,1,"H",1,1,"D",18,14,12,17,8,7,0,1,0,0,"11/12"
"D1","17/03/12","Nurnberg","Wolfsburg",1,3,"A",1,2,"A",5,10,16,16,2,5,0,1,0,0,"11/12"
"D1","17/03/12","Leverkusen","M'gladbach",1,2,"A",0,1,"A",22,11,16,16,4,1,2,2,0,0,"11/12"
"D1","17/03/12","Hertha","Bayern Munich",0,6,"A",0,3,"A",7,15,15,9,2,4,3,1,0,0,"11/12"
"D1","17/03/12","Hamburg","Freiburg",1,3,"A",0,2,"A",15,12,16,25,4,5,0,3,0,0,"11/12"
"D1","17/03/12","Dortmund","Werder Bremen",1,0,"H",1,0,"H",18,4,11,17,9,4,1,3,0,0,"11/12"
"D1","17/03/12","Augsburg","Mainz",2,1,"H",1,1,"D",10,10,12,21,6,2,2,2,0,0,"11/12"
"D1","16/03/12","Hoffenheim","Stuttgart",1,2,"A",0,2,"A",18,12,19,19,3,6,1,2,0,0,"11/12"
"D1","11/03/12","Werder Bremen","Hannover",3,0,"H",1,0,"H",10,14,16,29,2,3,0,4,0,0,"11/12"
"D1","11/03/12","Schalke 04","Hamburg",3,1,"H",3,1,"H",11,20,20,16,4,7,3,4,0,0,"11/12"
"D1","10/03/12","Wolfsburg","Leverkusen",3,2,"H",2,1,"H",11,7,25,16,4,3,5,1,0,0,"11/12"
"D1","10/03/12","M'gladbach","Freiburg",0,0,"D",0,0,"D",13,6,8,9,3,4,2,1,0,0,"11/12"
"D1","10/03/12","Mainz","Nurnberg",2,1,"H",2,0,"H",13,15,18,19,4,5,0,5,1,0,"11/12"
"D1","10/03/12","FC Koln","Hertha",1,0,"H",1,0,"H",16,14,13,22,5,5,2,3,2,1,"11/12"
"D1","10/03/12","Bayern Munich","Hoffenheim",7,1,"H",5,0,"H",19,4,11,16,13,4,0,1,0,0,"11/12"
"D1","10/03/12","Augsburg","Dortmund",0,0,"D",0,0,"D",4,14,16,16,2,5,2,2,0,0,"11/12"
"D1","09/03/12","Stuttgart","Kaiserslautern",0,0,"D",0,0,"D",22,7,11,22,8,3,0,0,0,0,"11/12"
"D1","04/03/12","Nurnberg","M'gladbach",1,0,"H",0,0,"D",16,8,13,11,5,0,1,1,0,0,"11/12"
"D1","04/03/12","Hoffenheim","FC Koln",1,1,"D",1,0,"H",23,9,21,18,7,2,3,2,0,0,"11/12"
"D1","03/03/12","Leverkusen","Bayern Munich",2,0,"H",0,0,"D",15,15,17,15,3,8,2,3,0,0,"11/12"
"D1","03/03/12","Kaiserslautern","Wolfsburg",0,0,"D",0,0,"D",12,15,12,22,6,9,2,1,0,0,"11/12"
"D1","03/03/12","Hertha","Werder Bremen",1,0,"H",0,0,"D",5,17,13,19,0,7,2,1,0,0,"11/12"
"D1","03/03/12","Hannover","Augsburg",2,2,"D",1,1,"D",12,15,16,29,1,4,1,3,1,0,"11/12"
"D1","03/03/12","Hamburg","Stuttgart",0,4,"A",0,2,"A",9,15,14,26,1,4,1,3,1,0,"11/12"
"D1","03/03/12","Freiburg","Schalke 04",2,1,"H",1,0,"H",11,15,16,20,6,4,2,1,0,1,"11/12"
"D1","03/03/12","Dortmund","Mainz",2,1,"H",1,0,"H",18,5,11,15,5,2,0,0,0,0,"11/12"
"D1","26/02/12","Dortmund","Hannover",3,1,"H",1,0,"H",21,7,13,14,4,2,3,4,0,0,"11/12"
