"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HF","AF","HC","AC","HY","AY","HR","AR","season"
"D1","10/11/06","Werder Bremen","Dortmund",1,3,"A",1,1,"D",16,13,19,32,11,2,3,4,0,0,"06/07"
"D1","08/11/06","M'gladbach","Schalke 04",0,2,"A",0,2,"A",16,17,24,25,3,4,2,2,0,0,"06/07"
"D1","08/11/06","Cottbus","Ein Frankfurt",0,1,"A",0,1,"A",16,20,18,26,7,6,2,0,0,0,"06/07"
"D1","08/11/06","Bochum","Leverkusen",1,3,"A",0,2,"A",16,13,15,18,10,3,1,1,0,1,"06/07"
"D1","08/11/06","Bielefeld","Hertha",2,2,"D",1,1,"D",16,8,20,20,3,6,1,4,0,0,"06/07"
"D1","08/11/06","Bayern Munich","Hannover",0,1,"A",0,1,"A",15,6,24,12,12,4,2,0,0,0,"06/07"
"D1","07/11/06","Stuttgart","Hamburg",2,0,"H",0,0,"D",13,18,26,15,6,4,1,2,0,0,"06/07"
"D1","07/11/06","Nurnberg","Werder Bremen",1,2,"A",0,1,"A",9,10,22,16,7,3,2,3,0,0,"06/07"
"D1","07/11/06","Mainz","Wolfsburg",1,2,"A",1,1,"D",9,5,20,19,8,1,2,1,0,0,"06/07"
"D1","07/11/06","Dortmund","Aachen",0,0,"D",0,0,"D",24,5,21,22,16,3,2,1,0,0,"06/07"
"D1","05/11/06","Schalke 04","Bayern Munich",2,2,"D",2,1,"H",21,10,18,21,4,3,1,3,0,0,"06/07"
"D1","05/11/06","Ein Frankfurt","M'gladbach",1,0,"H",0,0,"D",19,5,21,27,7,4,2,1,0,1,"06/07"
"D1","04/11/06","Wolfsburg","Hamburg",1,0,"H",1,0,"H",11,18,20,20,5,6,2,1,0,0,"06/07"
"D1","04/11/06","Werder Bremen","Cottbus",1,1,"D",0,0,"D",14,10,20,28,9,7,2,5,0,0,"06/07"
"D1","04/11/06","Leverkusen","Mainz",1,1,"D",1,1,"D",20,4,19,24,10,2,3,3,0,1,"06/07"
"D1","04/11/06","Hertha","Nurnberg",2,1,"H",1,0,"H",6,16,16,17,7,6,1,0,0,0,"06/07"
"D1","04/11/06","Dortmund","Bielefeld",1,1,"D",0,0,"D",16,7,16,20,10,3,1,2,0,1,"06/07"
"D1","04/11/06","Aachen","Stuttgart",2,4,"A",1,2,"A",15,16,22,25,3,6,1,3,0,0,"06/07"
"D1","03/11/06","Hannover","Bochum",0,2,"A",0,1,"A",8,8,15,18,6,2,2,2,0,0,"06/07"
"D1","29/10/06","Stuttgart","Schalke 04",3,0,"H",1,0,"H",18,16,24,11,6,7,2,5,0,0,"06/07"
"D1","29/10/06","Bielefeld","Aachen",5,1,"H",2,0,"H",19,9,7,17,4,3,0,3,0,0,"06/07"
"D1","28/10/06","Nurnberg","Dortmund",1,1,"D",0,0,"D",14,10,18,23,4,7,1,1,0,0,"06/07"
"D1","28/10/06","M'gladbach","Leverkusen",0,2,"A",0,1,"A",14,12,12,19,10,7,0,1,0,0,"06/07"
"D1","28/10/06","Hamburg","Hannover",0,0,"D",0,0,"D",19,12,25,14,7,4,1,0,0,0,"06/07"
"D1","28/10/06","Cottbus","Hertha",2,0,"H",0,0,"D",19,11,22,21,6,1,2,4,0,1,"06/07"
"D1","28/10/06","Bochum","Wolfsburg",0,1,"A",0,1,"A",20,17,14,19,12,3,2,2,1,0,"06/07"
"D1","28/10/06","Bayern Munich","Ein Frankfurt",2,0,"H",2,0,"H",19,12,15,13,5,3,0,0,0,1,"06/07"
"D1","27/10/06","Mainz","Werder Bremen",1,6,"A",0,3,"A",15,16,21,19,4,3,1,0,0,0,"06/07"
"D1","22/10/06","Leverkusen","Hamburg",1,2,"A",1,0,"H",13,14,16,21,8,4,1,1,0,0,"06/07"
"D1","22/10/06","Ein Frankfurt","Nurnberg",2,2,"D",1,1,"D",17,11,15,18,5,1,0,3,0,0,"06/07"
"D1","21/10/06","Wolfsburg","Stuttgart",1,1,"D",1,1,"D",13,11,12,16,4,11,1,0,0,0,"06/07"
"D1","21/10/06","Werder Bremen","Bayern Munich",3,1,"H",2,1,"H",15,13,14,23,7,4,1,2,0,0,"06/07"
"D1","21/10/06","Schalke 04","Hannover",2,1,"H",2,0,"H",8,4,24,26,3,2,3,4,0,0,"06/07"
"D1","21/10/06","Hertha","M'gladbach",2,1,"H",0,0,"D",18,7,16,21,5,2,0,1,0,0,"06/07"
"D1","21/10/06","Bielefeld","Mainz",1,0,"H",0,0,"D",16,14,10,20,3,2,2,3,0,0,"06/07"
"D1","21/10/06","Aachen","Cottbus",1,2,"A",1,0,"H",16,15,23,22,6,0,2,3,0,0,"06/07"
"D1","20/10/06","Dortmund","Bochum",1,1,"D",1,1,"D",18,16,8,19,4,1,1,1,0,0,"06/07"
"D1","15/10/06","Nurnberg","Bielefeld",1,1,"D",1,1,"D",23,7,7,11,11,3,2,1,0,0,"06/07"
"D1","15/10/06","Cottbus","Dortmund",2,3,"A",1,1,"D",18,9,32,19,7,2,5,3,0,0,"06/07"
"D1","14/10/06","Stuttgart","Leverkusen",3,0,"H",1,0,"H",24,4,19,14,5,3,0,2,0,1,"06/07"
"D1","14/10/06","M'gladbach","Wolfsburg",3,1,"H",2,1,"H",11,11,19,26,5,3,1,2,0,0,"06/07"
"D1","14/10/06","Hannover","Ein Frankfurt",1,1,"D",1,0,"H",14,8,19,21,7,6,0,1,0,0,"06/07"
"D1","14/10/06","Hamburg","Schalke 04",1,2,"A",1,1,"D",9,10,32,27,8,2,2,2,1,0,"06/07"
"D1","14/10/06","Bochum","Werder Bremen",0,6,"A",0,1,"A",12,27,17,20,3,6,2,1,0,0,"06/07"
"D1","14/10/06","Bayern Munich","Hertha",4,2,"H",2,0,"H",16,12,7,15,4,5,1,3,0,0,"06/07"
"D1","13/10/06","Mainz","Aachen",1,3,"A",1,2,"A",23,10,7,13,7,4,2,5,0,0,"06/07"
"D1","01/10/06","Leverkusen","Schalke 04",3,1,"H",1,1,"D",21,12,27,25,5,10,4,1,0,0,"06/07"
"D1","01/10/06","Hertha","Stuttgart",2,2,"D",2,1,"H",17,18,21,22,6,2,2,3,0,0,"06/07"
"D1","30/09/06","Wolfsburg","Bayern Munich",1,0,"H",1,0,"H",7,17,18,12,2,7,2,1,0,0,"06/07"
"D1","30/09/06","Werder Bremen","M'gladbach",3,0,"H",3,0,"H",12,7,18,15,5,3,1,3,0,0,"06/07"
"D1","30/09/06","Nurnberg","Mainz",1,1,"D",1,0,"H",11,11,19,18,4,3,2,1,1,0,"06/07"
"D1","30/09/06","Ein Frankfurt","Hamburg",2,2,"D",1,0,"H",14,9,21,20,4,1,0,3,0,0,"06/07"
"D1","30/09/06","Bielefeld","Cottbus",3,1,"H",0,1,"A",10,11,16,27,2,4,2,2,0,0,"06/07"
"D1","30/09/06","Aachen","Bochum",2,1,"H",0,1,"A",12,21,21,14,2,6,3,2,0,0,"06/07"
"D1","29/09/06","Dortmund","Hannover",2,2,"D",1,0,"H",13,17,20,15,3,4,2,2,0,0,"06/07"
"D1","24/09/06","Cottbus","Nurnberg",1,1,"D",0,1,"A",12,18,23,19,6,5,2,2,0,0,"06/07"
"D1","24/09/06","Bochum","Bielefeld",2,1,"H",0,1,"A",13,17,21,18,2,5,2,1,0,0,"06/07"
"D1","23/09/06","Stuttgart","Ein Frankfurt",1,1,"D",0,0,"D",21,12,17,11,8,7,0,1,0,0,"06/07"
"D1","23/09/06","Schalke 04","Wolfsburg",2,0,"H",0,0,"D",23,10,12,25,7,4,3,2,0,0,"06/07"
"D1","23/09/06","Mainz","Hertha",1,1,"D",0,0,"D",17,12,17,16,3,3,1,1,0,0,"06/07"
"D1","23/09/06","Hannover","Leverkusen",1,1,"D",0,1,"A",16,12,20,15,12,3,2,0,0,0,"06/07"
"D1","23/09/06","Hamburg","Werder Bremen",1,1,"D",0,0,"D",10,14,22,25,3,7,2,3,1,0,"06/07"
"D1","23/09/06","Bayern Munich","Aachen",2,1,"H",1,1,"D",21,6,11,23,9,4,2,3,0,0,"06/07"
"D1","22/09/06","M'gladbach","Dortmund",1,0,"H",1,0,"H",9,8,22,26,5,8,2,3,0,0,"06/07"
"D1","17/09/06","Hertha","Schalke 04",2,0,"H",1,0,"H",10,14,19,17,5,8,1,3,0,0,"06/07"
"D1","17/09/06","Ein Frankfurt","Leverkusen",3,1,"H",0,0,"D",16,19,19,22,4,6,3,4,0,0,"06/07"
"D1","16/09/06","Werder Bremen","Stuttgart",2,3,"A",2,1,"H",17,21,12,21,8,5,2,3,0,0,"06/07"
"D1","16/09/06","Nurnberg","Bochum",1,1,"D",1,1,"D",22,4,8,10,8,2,0,0,0,0,"06/07"
"D1","16/09/06","Dortmund","Hamburg",1,0,"H",0,0,"D",19,15,12,23,11,4,2,1,0,0,"06/07"
"D1","16/09/06","Cottbus","Mainz",2,0,"H",0,0,"D",10,5,20,23,3,2,2,1,0,0,"06/07"
"D1","16/09/06","Bielefeld","Bayern Munich",2,1,"H",1,1,"D",11,15,25,12,2,11,3,1,0,0,"06/07"
"D1","16/09/06","Aachen","M'gladbach",4,2,"H",2,0,"H",14,12,23,12,3,5,3,2,0,0,"06/07"
"D1","15/09/06","Wolfsburg","Hannover",1,2,"A",0,0,"D",9,11,27,25,3,3,2,0,0,0,"06/07"
"D1","27/08/06","Mainz","Ein Frankfurt",1,1,"D",0,1,"A",13,10,25,28,5,5,4,0,0,2,"06/07"
"D1","27/08/06","Hamburg","Hertha",1,1,"D",1,0,"H",29,13,19,20,7,9,3,3,1,1,"06/07"
"D1","26/08/06","Stuttgart","Dortmund",1,3,"A",1,2,"A",22,9,18,30,12,6,3,2,0,0,"06/07"
"D1","26/08/06","M'gladbach","Bielefeld",1,0,"H",0,0,"D",9,8,13,10,5,4,0,1,0,0,"06/07"
"D1","26/08/06","Leverkusen","Wolfsburg",1,1,"D",0,0,"D",17,15,18,19,8,6,0,1,1,0,"06/07"
"D1","26/08/06","Hannover","Aachen",0,3,"A",0,1,"A",8,5,7,14,6,1,1,1,0,0,"06/07"
"D1","26/08/06","Bochum","Cottbus",0,1,"A",0,0,"D",21,12,25,20,9,2,2,6,0,0,"06/07"
"D1","26/08/06","Bayern Munich","Nurnberg",0,0,"D",0,0,"D",19,9,12,18,14,4,2,1,0,0,"06/07"
"D1","25/08/06","Schalke 04","Werder Bremen",2,0,"H",1,0,"H",12,8,23,22,7,10,3,3,0,0,"06/07"
"D1","20/08/06","Bochum","Bayern Munich",1,2,"A",0,1,"A",6,21,23,25,2,4,1,2,0,0,"06/07"
"D1","20/08/06","Bielefeld","Stuttgart",2,3,"A",0,1,"A",15,13,16,25,4,7,1,1,0,2,"06/07"
"D1","19/08/06","Werder Bremen","Leverkusen",2,1,"H",1,1,"D",19,21,20,18,8,13,3,2,0,0,"06/07"
"D1","19/08/06","Hertha","Hannover",4,0,"H",2,0,"H",11,5,11,18,2,2,1,2,0,1,"06/07"
"D1","19/08/06","Ein Frankfurt","Wolfsburg",0,0,"D",0,0,"D",19,8,24,31,10,1,5,2,1,0,"06/07"
"D1","19/08/06","Dortmund","Mainz",1,1,"D",0,0,"D",17,6,18,30,7,3,2,1,0,0,"06/07"
"D1","19/08/06","Cottbus","Hamburg",2,2,"D",0,1,"A",17,15,17,17,8,8,1,2,0,1,"06/07"
"D1","19/08/06","Aachen","Schalke 04",0,1,"A",0,0,"D",12,11,33,16,5,4,5,2,0,0,"06/07"
"D1","18/08/06","Nurnberg","M'gladbach",1,0,"H",1,0,"H",11,11,19,20,2,5,2,3,0,0,"06/07"
"D1","13/08/06","Wolfsburg","Hertha",0,0,"D",0,0,"D",26,10,30,18,10,5,4,1,0,0,"06/07"
"D1","13/08/06","Hannover","Werder Bremen",2,4,"A",1,1,"D",14,15,18,14,2,11,1,3,0,0,"06/07"
"D1","12/08/06","Stuttgart","Nurnberg",0,3,"A",0,2,"A",10,11,12,24,5,6,1,2,0,0,"06/07"
"D1","12/08/06","Schalke 04","Ein Frankfurt",1,1,"D",1,0,"H",24,8,17,19,7,5,1,2,0,0,"06/07"
"D1","12/08/06","M'gladbach","Cottbus",2,0,"H",0,0,"D",13,11,11,24,3,5,0,4,0,1,"06/07"
"D1","12/08/06","Mainz","Bochum",2,1,"H",1,0,"H",11,19,17,15,1,8,2,3,0,0,"06/07"
"D1","12/08/06","Leverkusen","Aachen",3,0,"H",2,0,"H",20,8,22,8,5,1,3,0,1,1,"06/07"
"D1","12/08/06","Hamburg","Bielefeld",1,1,"D",0,1,"A",26,10,29,22,11,2,3,2,0,0,"06/07"
"D1","11/08/06","Bayern Munich","Dortmund",2,0,"H",1,0,"H",12,16,14,20,4,4,1,2,0,0,"06/07"
"D1","17/05/08","Stuttgart","Bielefeld",2,2,"D",0,1,"A",16,7,16,13,8,1,3,0,0,0,"07/08"
"D1","17/05/08","Nurnberg","Schalke 04",0,2,"A",0,1,"A",25,8,18,12,10,4,4,1,0,0,"07/08"
"D1","17/05/08","Leverkusen","Werder Bremen",0,1,"A",0,0,"D",13,10,16,22,6,1,3,2,0,0,"07/08"
"D1","17/05/08","Hannover","Cottbus",4,0,"H",2,0,"H",20,5,18,16,7,0,2,1,0,0,"07/08"
"D1","17/05/08","Hamburg","Karlsruhe",7,0,"H",3,0,"H",20,11,11,15,6,5,1,0,0,0,"07/08"
"D1","17/05/08","Ein Frankfurt","Duisburg",4,2,"H",3,0,"H",15,15,19,19,5,6,0,1,0,0,"07/08"
"D1","17/05/08","Dortmund","Wolfsburg",2,4,"A",1,2,"A",16,14,12,14,4,10,2,2,0,0,"07/08"
"D1","17/05/08","Bochum","Hansa Rostock",1,2,"A",1,1,"D",11,17,17,13,8,7,0,2,0,0,"07/08"
