"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","season"
"SC0","25/08/01","Motherwell","Livingston",0,0,"D",0,0,"D",9,15,2,"5",17,25,5,10,1,0,0,0,"01/02"
"SC0","25/08/01","Hibernian","Celtic",1,4,"A",0,4,"A",13,9,7,"5",17,17,4,9,2,2,0,0,"01/02"
"SC0","25/08/01","Dunfermline","Hearts",0,1,"A",0,0,"D",9,11,3,"4",17,11,5,6,3,1,0,0,"01/02"
"SC0","18/08/01","Rangers","Hibernian",2,2,"D",1,1,"D",10,7,9,"4",12,14,9,5,1,5,0,0,"01/02"
"SC0","18/08/01","Livingston","Celtic",0,0,"D",0,0,"D",6,3,1,"2",14,7,0,3,3,0,1,0,"01/02"
"SC0","18/08/01","Kilmarnock","St Johnstone",2,1,"H",2,0,"H",8,12,3,"6",19,13,5,6,3,3,0,0,"01/02"
"SC0","18/08/01","Hearts","Dundee",3,1,"H",3,0,"H",12,13,6,"2",15,16,0,10,0,3,0,0,"01/02"
"SC0","18/08/01","Dundee United","Dunfermline",3,2,"H",2,0,"H",11,8,8,"4",17,20,0,6,2,4,0,0,"01/02"
"SC0","18/08/01","Aberdeen","Motherwell",4,2,"H",2,2,"D",11,7,9,"5",15,17,12,4,2,4,0,0,"01/02"
"SC0","12/08/01","Motherwell","Kilmarnock",2,2,"D",1,1,"D",6,11,3,"8",20,17,4,2,5,2,0,1,"01/02"
"SC0","11/08/01","St Johnstone","Dundee United",0,1,"A",0,1,"A",14,11,4,"7",16,14,10,1,2,3,0,0,"01/02"
"SC0","11/08/01","Hibernian","Aberdeen",2,0,"H",2,0,"H",14,4,6,"1",15,18,8,5,2,3,0,0,"01/02"
"SC0","11/08/01","Dunfermline","Rangers",1,4,"A",0,2,"A",7,18,2,"14",18,13,2,11,1,1,1,0,"01/02"
"SC0","11/08/01","Dundee","Livingston",1,0,"H",1,0,"H",9,15,5,"7",16,14,6,7,2,1,0,0,"01/02"
"SC0","11/08/01","Celtic","Hearts",2,0,"H",1,0,"H",12,6,4,"1",7,11,7,2,0,0,0,0,"01/02"
"SC0","04/08/01","St Johnstone","Dunfermline",0,2,"A",0,1,"A",8,7,4,"4",12,13,8,1,0,1,0,0,"01/02"
"SC0","04/08/01","Rangers","Livingston",0,0,"D",0,0,"D",5,6,2,"1",16,12,6,2,2,1,0,0,"01/02"
"SC0","04/08/01","Motherwell","Dundee United",0,0,"D",0,0,"D",7,11,2,"6",16,13,3,4,2,2,0,0,"01/02"
"SC0","04/08/01","Kilmarnock","Celtic",0,1,"A",0,0,"D",6,10,3,"4",14,12,3,5,2,3,0,0,"01/02"
"SC0","04/08/01","Hearts","Aberdeen",1,0,"H",1,0,"H",8,4,1,"2",9,9,4,10,0,1,0,0,"01/02"
"SC0","04/08/01","Dundee","Hibernian",2,1,"H",1,0,"H",10,7,6,"2",6,11,3,8,3,2,0,0,"01/02"
"SC0","28/07/01","Livingston","Hearts",2,1,"H",1,0,"H",8,6,4,"3",12,7,2,9,2,2,0,0,"01/02"
"SC0","28/07/01","Hibernian","Kilmarnock",2,2,"D",1,2,"A",12,6,5,"3",14,16,5,0,1,5,0,0,"01/02"
"SC0","28/07/01","Dunfermline","Motherwell",5,2,"H",1,1,"D",8,8,6,"3",13,13,2,5,1,1,0,0,"01/02"
"SC0","28/07/01","Dundee United","Dundee",2,2,"D",1,1,"D",14,6,2,"4",18,13,7,2,0,0,0,0,"01/02"
"SC0","28/07/01","Celtic","St Johnstone",3,0,"H",1,0,"H",11,7,9,"4",5,15,9,4,0,2,0,0,"01/02"
"SC0","28/07/01","Aberdeen","Rangers",0,3,"A",0,0,"D",6,7,1,"4",18,16,2,6,1,2,0,0,"01/02"
"SC0","25/05/03","Rangers","Dunfermline",6,1,"H",3,1,"H",22,5,12,"3",8,16,14,0,1,3,0,0,"02/03"
"SC0","25/05/03","Kilmarnock","Celtic",0,4,"A",0,2,"A",3,18,2,"9",23,11,1,12,4,5,0,0,"02/03"
"SC0","25/05/03","Hearts","Dundee",1,0,"H",0,0,"D",8,3,1,"0",13,10,9,5,0,1,0,0,"02/03"
"SC0","24/05/03","Motherwell","Livingston",6,2,"H",1,1,"D",13,16,7,"9",14,15,5,7,2,2,0,0,"02/03"
"SC0","24/05/03","Hibernian","Partick",2,3,"A",2,1,"H",14,11,8,"8",14,9,5,3,2,2,0,0,"02/03"
"SC0","24/05/03","Dundee United","Aberdeen",0,2,"A",0,0,"D",5,11,2,"5",16,7,2,5,1,0,0,0,"02/03"
"SC0","18/05/03","Hearts","Rangers",0,2,"A",0,0,"D",7,11,0,"1",19,9,6,13,1,2,0,0,"02/03"
"SC0","17/05/03","Partick","Dundee United",0,1,"A",0,0,"D",10,9,2,"6",13,9,8,3,0,0,0,0,"02/03"
"SC0","17/05/03","Motherwell","Aberdeen",2,3,"A",1,3,"A",13,10,9,"7",9,15,11,8,0,1,0,0,"02/03"
"SC0","17/05/03","Livingston","Hibernian",1,2,"A",0,1,"A",8,9,2,"2",16,22,3,6,0,2,0,0,"02/03"
"SC0","17/05/03","Dunfermline","Kilmarnock",2,2,"D",2,1,"H",10,9,6,"4",12,19,4,2,1,3,0,0,"02/03"
"SC0","14/05/03","Celtic","Dundee",6,2,"H",3,1,"H",12,7,7,"4",10,8,11,1,1,0,0,0,"02/03"
"SC0","11/05/03","Rangers","Kilmarnock",4,0,"H",2,0,"H",22,7,11,"2",10,19,11,3,0,5,0,0,"02/03"
"SC0","10/05/03","Livingston","Dundee United",1,2,"A",0,1,"A",17,8,10,"5",17,15,7,2,2,1,0,0,"02/03"
"SC0","10/05/03","Hibernian","Motherwell",1,0,"H",0,0,"D",2,4,0,"3",10,11,3,1,3,2,0,0,"02/03"
"SC0","10/05/03","Dundee","Dunfermline",2,2,"D",1,0,"H",13,6,8,"5",10,16,7,6,1,2,0,0,"02/03"
"SC0","10/05/03","Celtic","Hearts",1,0,"H",1,0,"H",6,5,2,"2",9,24,4,3,1,2,0,0,"02/03"
"SC0","10/05/03","Aberdeen","Partick",2,1,"H",0,1,"A",11,5,6,"2",10,15,10,5,2,0,0,0,"02/03"
"SC0","07/05/03","Motherwell","Celtic",0,4,"A",0,1,"A",4,16,3,"11",21,9,9,5,4,1,1,0,"02/03"
"SC0","04/05/03","Dundee","Rangers",2,2,"D",2,1,"H",8,13,4,"6",14,10,3,9,3,2,0,0,"02/03"
"SC0","03/05/03","Motherwell","Dundee United",2,2,"D",1,0,"H",11,8,7,"7",18,20,4,2,2,4,0,0,"02/03"
"SC0","03/05/03","Livingston","Partick",3,1,"H",2,1,"H",13,7,9,"3",25,17,4,7,3,1,0,0,"02/03"
"SC0","03/05/03","Kilmarnock","Hearts",1,0,"H",1,0,"H",11,6,6,"4",23,23,2,2,6,4,0,2,"02/03"
