"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","season"
"05/10/97","Reggiana","Treviso",1,0,"H","97/98"
"05/10/97","Ravenna","Chievo",2,0,"H","97/98"
"05/10/97","Monza","F. Andria",1,1,"D","97/98"
"05/10/97","Lucchese","C. Sangro",1,0,"H","97/98"
"05/10/97","Genoa","Cagliari",1,3,"A","97/98"
"05/10/97","Foggia","Pescara",1,0,"H","97/98"
"05/10/97","Ancona","Reggina",2,3,"A","97/98"
"28/09/97","Torino","Genoa",2,1,"H","97/98"
"28/09/97","Reggina","Monza",1,0,"H","97/98"
"28/09/97","Pescara","Verona",1,1,"D","97/98"
"28/09/97","Perugia","Treviso",2,1,"H","97/98"
"28/09/97","Padova","Salernitana",0,0,"D","97/98"
"28/09/97","F. Andria","Lucchese",3,0,"H","97/98"
"28/09/97","Chievo","Reggiana",1,0,"H","97/98"
"28/09/97","Cagliari","Foggia",1,1,"D","97/98"
"28/09/97","C. Sangro","Ravenna",2,1,"H","97/98"
"28/09/97","Ancona","Venezia",0,1,"A","97/98"
"21/09/97","Verona","Cagliari",2,1,"H","97/98"
"21/09/97","Venezia","Perugia",2,0,"H","97/98"
"21/09/97","Treviso","Monza",3,0,"H","97/98"
"21/09/97","Salernitana","Reggiana",4,0,"H","97/98"
"21/09/97","Ravenna","Ancona",2,0,"H","97/98"
"21/09/97","Pescara","Torino",3,0,"H","97/98"
"21/09/97","Lucchese","Padova",2,0,"H","97/98"
"21/09/97","Genoa","Chievo",0,1,"A","97/98"
"21/09/97","Foggia","Reggina",3,2,"H","97/98"
"21/09/97","C. Sangro","F. Andria",3,3,"D","97/98"
"14/09/97","Torino","Foggia",1,1,"D","97/98"
"14/09/97","Reggina","Treviso",0,0,"D","97/98"
"14/09/97","Reggiana","Ravenna",1,1,"D","97/98"
"14/09/97","Perugia","Lucchese",1,0,"H","97/98"
"14/09/97","Padova","Verona",0,0,"D","97/98"
"14/09/97","Monza","Venezia",1,0,"H","97/98"
"14/09/97","F. Andria","Pescara",3,0,"H","97/98"
"14/09/97","Chievo","Salernitana",1,1,"D","97/98"
"14/09/97","Cagliari","C. Sangro",1,1,"D","97/98"
"14/09/97","Ancona","Genoa",4,3,"H","97/98"
"07/09/97","Verona","Monza",3,2,"H","97/98"
"07/09/97","Treviso","Salernitana",1,1,"D","97/98"
"07/09/97","Torino","Padova",2,1,"H","97/98"
"07/09/97","Reggina","Reggiana",1,0,"H","97/98"
"07/09/97","Ravenna","Perugia",0,0,"D","97/98"
"07/09/97","Pescara","Cagliari",0,1,"A","97/98"
"07/09/97","Genoa","Lucchese",1,1,"D","97/98"
"07/09/97","Foggia","Venezia",1,2,"A","97/98"
"07/09/97","F. Andria","Chievo",1,0,"H","97/98"
"07/09/97","C. Sangro","Ancona",1,1,"D","97/98"
"31/08/97","Venezia","Genoa",2,0,"H","97/98"
"31/08/97","Salernitana","Verona",2,0,"H","97/98"
"31/08/97","Reggiana","Foggia",1,0,"H","97/98"
"31/08/97","Perugia","F. Andria",4,1,"H","97/98"
"31/08/97","Padova","C. Sangro",0,1,"A","97/98"
"31/08/97","Monza","Pescara",1,1,"D","97/98"
"31/08/97","Lucchese","Ravenna",2,1,"H","97/98"
"31/08/97","Chievo","Reggina",1,0,"H","97/98"
"31/08/97","Cagliari","Treviso",2,0,"H","97/98"
"31/08/97","Ancona","Torino",1,0,"H","97/98"
"13/06/99","Torino","Reggina",1,2,"A","98/99"
"13/06/99","Ternana","F. Andria",2,1,"H","98/99"
"13/06/99","Reggiana","Lucchese",3,2,"H","98/99"
"13/06/99","Ravenna","Treviso",3,2,"H","98/99"
"13/06/99","Pescara","Brescia",3,2,"H","98/99"
"13/06/99","Napoli","Cremonese",2,1,"H","98/99"
"13/06/99","Genoa","Verona",3,3,"D","98/99"
"13/06/99","Cosenza","Cesena",2,1,"H","98/99"
"13/06/99","Chievo","Lecce",1,2,"A","98/99"
"13/06/99","Atalanta","Monza",2,0,"H","98/99"
"06/06/99","Verona","Napoli",1,0,"H","98/99"
"06/06/99","Treviso","Atalanta",1,1,"D","98/99"
"06/06/99","Reggina","Ternana",1,1,"D","98/99"
"06/06/99","Monza","Chievo",0,0,"D","98/99"
"06/06/99","Lucchese","Cosenza",0,0,"D","98/99"
"06/06/99","Lecce","Pescara",0,1,"A","98/99"
"06/06/99","F. Andria","Torino",1,4,"A","98/99"
"06/06/99","Cremonese","Ravenna",0,2,"A","98/99"
"06/06/99","Cesena","Genoa",2,2,"D","98/99"
"06/06/99","Brescia","Reggiana",0,1,"A","98/99"
"30/05/99","Torino","Brescia",2,1,"H","98/99"
"30/05/99","Ternana","Verona",2,0,"H","98/99"
"30/05/99","Reggiana","Treviso",2,1,"H","98/99"
"30/05/99","Ravenna","Lecce",1,2,"A","98/99"
"30/05/99","Pescara","Reggina",0,2,"A","98/99"
"30/05/99","Napoli","Monza",1,2,"A","98/99"
"30/05/99","Genoa","Lucchese",1,1,"D","98/99"
"30/05/99","Cosenza","Cremonese",2,0,"H","98/99"
"30/05/99","Chievo","Cesena",0,0,"D","98/99"
"30/05/99","Atalanta","F. Andria",0,0,"D","98/99"
"23/05/99","Verona","Monza",1,0,"H","98/99"
"23/05/99","Treviso","Torino",0,0,"D","98/99"
"23/05/99","Reggina","Genoa",0,0,"D","98/99"
"23/05/99","Reggiana","Cosenza",3,2,"H","98/99"
"23/05/99","Lucchese","Napoli",3,2,"H","98/99"
"23/05/99","Lecce","Atalanta",0,0,"D","98/99"
"23/05/99","F. Andria","Pescara",2,2,"D","98/99"
"23/05/99","Cremonese","Chievo",0,1,"A","98/99"
"23/05/99","Cesena","Ternana",2,1,"H","98/99"
"23/05/99","Brescia","Ravenna",3,0,"H","98/99"
"16/05/99","Torino","Cesena",1,2,"A","98/99"
"16/05/99","Ternana","Treviso",3,2,"H","98/99"
"16/05/99","Ravenna","Lucchese",3,0,"H","98/99"
"16/05/99","Pescara","Cremonese",1,0,"H","98/99"
"16/05/99","Napoli","Lecce",2,2,"D","98/99"
"16/05/99","Monza","Brescia",0,0,"D","98/99"
"16/05/99","Genoa","F. Andria",0,0,"D","98/99"
"16/05/99","Cosenza","Reggina",1,2,"A","98/99"
"16/05/99","Chievo","Verona",2,0,"H","98/99"
"16/05/99","Atalanta","Reggiana",0,0,"D","98/99"
"09/05/99","Verona","Torino",0,0,"D","98/99"
"09/05/99","Treviso","Pescara",1,0,"H","98/99"
"09/05/99","Reggina","Atalanta",0,0,"D","98/99"
"09/05/99","Reggiana","Genoa",1,3,"A","98/99"
"09/05/99","Ravenna","Napoli",1,1,"D","98/99"
"09/05/99","Lucchese","Chievo",1,1,"D","98/99"
"09/05/99","Lecce","Cosenza",2,0,"H","98/99"
"09/05/99","F. Andria","Cesena",1,1,"D","98/99"
"09/05/99","Cremonese","Monza",1,1,"D","98/99"
"09/05/99","Brescia","Ternana",2,0,"H","98/99"
"02/05/99","Torino","Napoli",3,2,"H","98/99"
"02/05/99","Ternana","Lucchese",1,0,"H","98/99"
"02/05/99","Pescara","Ravenna",1,0,"H","98/99"
"02/05/99","Monza","Lecce",1,1,"D","98/99"
"02/05/99","Genoa","Brescia",1,1,"D","98/99"
"02/05/99","F. Andria","Reggiana",2,3,"A","98/99"
"02/05/99","Cosenza","Treviso",1,0,"H","98/99"
"02/05/99","Chievo","Reggina",3,0,"H","98/99"
"02/05/99","Cesena","Verona",2,0,"H","98/99"
"02/05/99","Atalanta","Cremonese",3,0,"H","98/99"
"25/04/99","Verona","Brescia",0,2,"A","98/99"
"25/04/99","Reggina","F. Andria",1,1,"D","98/99"
"25/04/99","Reggiana","Cesena",1,1,"D","98/99"
"25/04/99","Ravenna","Monza",0,0,"D","98/99"
"25/04/99","Pescara","Cosenza",1,0,"H","98/99"
"25/04/99","Napoli","Chievo",0,0,"D","98/99"
"25/04/99","Lecce","Ternana",3,2,"H","98/99"
"25/04/99","Cremonese","Lucchese",1,2,"A","98/99"
"25/04/99","Atalanta","Torino",1,0,"H","98/99"
"24/04/99","Treviso","Genoa",2,0,"H","98/99"
"18/04/99","Torino","Reggiana",2,0,"H","98/99"
"18/04/99","Ternana","Cremonese",1,0,"H","98/99"
"18/04/99","Monza","Pescara",0,2,"A","98/99"
"18/04/99","Lucchese","Treviso",2,1,"H","98/99"
"18/04/99","Genoa","Napoli",1,1,"D","98/99"
"18/04/99","F. Andria","Verona",1,1,"D","98/99"
"18/04/99","Cosenza","Atalanta",2,2,"D","98/99"
"18/04/99","Chievo","Ravenna",1,1,"D","98/99"
"18/04/99","Cesena","Lecce",3,1,"H","98/99"
